car_id,model,year,engine_size,horsepower,fuel_type,transmission,drivetrain,mileage_km,fuel_consumption_l_per_100km,price_usd,co2_emissions_g_km,doors,seats,body_type,color,owner_count,accident_history,service_history,country_sold
27.0,10.0,2010.0,0.0,330.0,1.0,0.0,0.0,300000.0,6.5689870822226775,31781.0,0.0,4.0,5.0,1.0,0.0,3.0,1.0,2.0,0.0
28.0,1.0,2019.0,1.7,169.0,0.0,0.0,2.0,88339.0,6.3,32413.0,135.0,4.0,5.0,3.0,4.0,2.0,0.0,2.0,6.0
29.0,6.0,2023.0,4.3,359.0,0.0,0.0,0.0,4879.0,9.8,86658.0,208.0,5.0,5.0,4.0,5.0,0.0,0.0,2.0,3.0
30.0,6.0,2005.0,4.2,302.0,3.0,0.0,0.0,300000.0,10.4,33156.0,215.0,5.0,5.0,4.0,5.0,5.0,0.0,2.0,0.0
31.0,0.0,2011.0,2.3,244.0,3.0,1.0,2.0,278651.0,7.8,7709.0,184.0,5.0,5.0,2.0,5.0,3.0,1.0,2.0,7.0
32.0,9.0,2006.0,2.484554678692221,141.0,1.0,0.0,2.0,300000.0,0.0,12210.0,0.0,5.0,4.0,2.0,4.0,3.0,2.0,0.0,3.0
33.0,0.0,2015.0,2.3,244.0,2.0,0.0,1.0,216375.0,4.9,17089.0,101.0,5.0,4.0,2.0,5.0,2.0,0.0,0.0,3.0
34.0,2.0,2011.0,4.2,373.0,3.0,0.0,2.0,188618.0,11.0,38995.0,244.0,4.0,5.0,3.0,1.0,4.0,0.0,2.0,5.0
35.0,7.0,2023.0,3.2,354.0,0.0,0.0,0.0,0.0,8.4,124163.0,199.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,4.0
36.0,11.0,2017.0,0.0,310.0,1.0,0.0,0.0,114304.0,0.0,119103.0,0.0,4.0,5.0,3.0,4.0,3.0,2.0,2.0,1.0
37.0,5.0,2021.0,3.3,246.0,0.0,0.0,0.0,57536.0,7.9,58877.0,187.0,5.0,5.0,4.0,3.0,0.0,0.0,0.0,2.0
38.0,8.0,2014.0,2.9,249.0,3.0,0.0,2.0,132593.0,9.0,43232.0,188.0,2.0,2.0,0.0,0.0,1.9430477167778348,0.0,2.0,1.0
39.0,5.0,2024.0,2.9,269.0,2.0,0.0,0.0,22173.0,5.5,58267.0,136.0,5.0,5.0,4.0,0.0,0.0,1.0,0.0,5.0
40.0,4.0,2013.0,2.4,168.0,0.0,0.0,0.0,182589.0,5.8,25251.0,135.0,5.0,5.0,4.0,4.0,3.0,1.0,0.0,6.0
41.0,7.0,2022.0,3.7,363.0,0.0,0.0,0.0,20083.0,8.7,112573.0,199.0,5.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0
42.0,0.0,2012.0,2.2,207.0,0.0,1.0,2.0,154396.0,6.8,17196.0,159.0,5.0,5.0,2.0,0.0,3.0,0.0,2.0,7.0
43.0,4.0,2014.0,1.9,181.0,3.0,0.0,1.0,159208.0,6.4,25310.0,127.0,5.0,5.0,4.0,4.0,1.0,0.0,1.0,3.0
44.0,0.0,2009.0,1.5,192.0,3.0,1.0,1.0,88691.0,7.7,16469.0,180.0,3.0,5.0,2.0,3.0,2.0,0.0,2.0,0.0
45.0,3.0,2019.0,5.0,450.0,3.0,0.0,0.0,101913.0,12.5,89535.0,286.0,4.0,5.0,3.0,5.0,1.0,1.0,0.0,4.0
46.0,6.0,2014.0,4.2,401.0,0.0,0.0,0.0,152975.0,9.1,55293.0,204.0,5.0,5.0,4.0,5.0,4.0,1.0,0.0,2.0
47.0,4.0,2019.0,1.8,160.0,2.0,0.0,1.0,91197.0,3.8,38341.0,82.0,5.0,5.0,4.0,4.0,1.9430477167778348,0.0,0.0,2.0
48.0,6.0,2018.0,4.4,357.0,3.0,0.0,0.0,93440.0,6.5689870822226775,72531.0,242.0,5.0,5.0,4.0,5.0,1.0,0.0,0.0,3.0
49.0,1.0,2023.0,2.0,145.0,2.0,0.0,0.0,15502.0,4.5,40011.0,110.0,4.0,5.0,3.0,1.0,1.0,0.0,0.0,3.0
50.0,6.0,2006.0,4.4,369.0,2.0,0.0,0.0,300000.0,7.1,31364.0,159.0,5.0,5.0,4.0,4.0,3.0,1.0,2.0,2.0
51.0,1.0,2010.0,2.9,195.0,2.0,0.0,2.0,207327.0,5.2,22175.0,122.0,4.0,5.0,3.0,0.0,3.0,0.0,0.0,1.0
52.0,4.0,2009.0,1.8,182.0,3.0,0.0,1.0,225817.0,8.1,20357.0,168.0,5.0,5.0,4.0,2.0,1.9430477167778348,1.0,0.0,7.0
53.0,1.0,2012.0,1.9,230.0,0.0,0.0,0.0,101751.0,6.6,19049.0,144.0,4.0,5.0,3.0,0.0,5.0,1.0,1.0,6.0
54.0,3.0,2016.0,4.4,409.0,3.0,0.0,2.0,178059.0,12.1,87622.0,249.0,4.0,4.0,3.0,2.0,3.0,0.0,0.0,7.0
55.0,1.0,2009.0,2.5,293.0,3.0,1.0,0.0,250984.0,8.6,18557.0,198.0,4.0,5.0,3.0,0.0,5.0,1.0,2.0,1.0
56.0,7.0,2021.0,3.7,335.0,0.0,0.0,0.0,37497.0,8.5,103058.0,144.1056777493606,5.0,5.0,4.0,1.0,1.0,0.0,2.0,3.0
57.0,11.0,2013.0,0.0,403.0,1.0,0.0,0.0,211171.0,0.0,113907.0,0.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0,7.0
58.0,4.0,2024.0,1.7,205.0,0.0,0.0,1.0,7583.0,5.6,50000.0,126.0,5.0,5.0,4.0,1.0,1.0,0.0,0.0,7.0
59.0,4.0,2021.0,2.0,205.0,3.0,0.0,1.0,35448.0,7.6,42711.0,173.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0
60.0,6.0,2023.0,3.9,335.0,2.0,0.0,0.0,9725.0,6.8,98217.0,153.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,7.0
61.0,2.0,2024.0,3.6,329.0,0.0,0.0,2.0,0.0,9.2,72089.0,197.0,4.0,5.0,3.0,2.0,1.0,0.0,0.0,4.0
62.0,9.0,2022.0,0.0,191.0,1.0,0.0,2.0,16375.0,0.0,60504.0,0.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0
63.0,1.0,2022.0,1.9,191.0,3.0,0.0,0.0,51436.0,7.6,40983.0,165.0,4.0,5.0,3.0,0.0,1.0,0.0,0.0,5.0
64.0,0.0,2009.0,2.7,251.0,3.0,0.0,2.0,128644.0,8.7,13076.0,186.0,3.0,4.0,2.0,4.0,4.0,0.0,1.0,2.0
65.0,2.0,2016.0,2.1,225.0,3.0,0.0,2.0,88904.0,7.3,40768.0,153.0,4.0,5.0,3.0,5.0,1.0,0.0,2.0,7.0
66.0,1.0,2018.0,1.7,195.0,0.0,1.0,2.0,81422.0,6.1,32314.0,150.0,4.0,5.0,3.0,0.0,1.0,0.0,2.0,0.0
67.0,6.0,2012.0,3.7,319.0,3.0,0.0,0.0,244979.0,9.2,56519.0,198.0,5.0,5.0,4.0,1.0,2.0,1.0,0.0,3.0
68.0,1.0,2020.0,2.3,221.0,3.0,0.0,2.0,0.0,7.6,42025.0,164.0,4.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0
69.0,4.0,2012.0,1.9,190.0,2.0,0.0,1.0,140636.0,4.7,29751.0,107.0,5.0,5.0,4.0,5.0,3.0,0.0,0.0,3.0
70.0,1.0,2023.0,2.5,226.0,3.0,1.0,2.0,47227.0,7.8,43855.0,163.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0
71.0,0.0,2014.0,1.9,224.0,3.0,1.0,1.0,86069.0,7.0,20742.0,138.0,5.0,4.0,2.0,0.0,3.0,0.0,2.0,2.0
72.0,2.0,2024.0,3.9,314.0,3.0,0.0,0.0,0.0,10.5,66190.0,234.0,4.0,5.0,3.0,4.0,0.0,0.0,0.0,5.0
73.0,3.0,2019.0,4.9,340.0,3.0,0.0,0.0,51521.0,12.7,99611.0,272.0,4.0,4.0,3.0,4.0,2.0,0.0,0.0,1.0
74.0,1.0,2018.0,3.0,266.0,0.0,0.0,0.0,114679.0,8.6,31678.0,202.0,4.0,5.0,3.0,6.0,4.0,0.0,0.0,5.0
75.0,6.0,2023.0,3.7,321.0,3.0,0.0,0.0,210.0,10.3,100845.0,245.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0
76.0,8.0,2011.0,2.6,244.0,3.0,2.0,2.0,59371.0,9.1,46446.0,198.0,2.0,2.0,0.0,2.0,4.0,0.0,0.0,7.0
77.0,2.0,2023.0,2.1,220.0,0.0,0.0,0.0,11230.0,6.5,61039.0,143.0,4.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0
78.0,0.0,2024.0,2.7,314.0,3.0,1.0,2.0,32528.0,8.9,29843.0,189.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,4.0
79.0,10.0,2022.0,0.0,368.0,1.0,0.0,2.0,52810.0,6.5689870822226775,85559.0,0.0,4.0,5.0,1.0,4.0,2.0,0.0,0.0,3.0
80.0,10.0,2008.0,0.0,440.0,1.0,0.0,2.0,290913.0,0.0,41126.0,0.0,4.0,5.0,1.0,2.0,4.0,0.0,0.0,5.0
81.0,6.0,2017.0,3.6,306.0,2.0,0.0,0.0,50939.0,6.7,67339.0,138.0,5.0,5.0,4.0,1.0,2.0,0.0,2.0,1.0
82.0,4.0,2024.0,2.5,276.0,3.0,0.0,0.0,0.0,8.3,62183.0,189.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,1.0
83.0,2.0,2008.0,3.1,311.0,0.0,0.0,2.0,239410.0,8.0,24077.0,180.0,4.0,5.0,3.0,5.0,4.0,0.0,2.0,3.0
84.0,1.0,2017.0,2.6,239.0,3.0,0.0,2.0,79159.0,6.5689870822226775,32490.0,186.0,4.0,5.0,3.0,4.0,1.0,0.0,0.0,5.0
85.0,0.0,2022.0,2.7,300.0,2.0,0.0,1.0,51785.0,6.1,32322.0,137.0,5.0,5.0,2.0,2.0,1.0,0.0,2.0,6.0
86.0,1.0,2011.0,2.8,181.0,0.0,2.0,0.0,105069.0,8.2,22365.0,184.0,4.0,5.0,3.0,4.0,5.0,0.0,2.0,1.0
87.0,2.0,2013.0,3.3,253.0,0.0,0.0,2.0,134248.0,8.3,42030.0,172.0,4.0,5.0,3.0,1.0,3.0,0.0,0.0,6.0
88.0,6.0,2014.0,3.4,300.0,0.0,0.0,0.0,185413.0,7.5,57296.0,150.0,5.0,5.0,4.0,1.0,4.0,0.0,2.0,1.0
89.0,7.0,2016.0,3.1,271.0,2.0,0.0,0.0,50558.0,6.0,91783.0,135.0,5.0,5.0,4.0,4.0,3.0,1.0,0.0,7.0
90.0,2.0,2015.0,2.6,290.0,2.0,0.0,0.0,53241.0,5.6,47397.0,127.0,4.0,5.0,3.0,0.0,1.0,0.0,0.0,5.0
91.0,7.0,2013.0,2.484554678692221,255.0,2.0,0.0,0.0,96949.0,5.6,86715.0,113.0,5.0,5.0,4.0,0.0,3.0,0.0,0.0,5.0
92.0,1.0,2005.0,3.5,317.0,0.0,1.0,0.0,278518.0,8.3,15655.0,182.0,4.0,5.0,3.0,1.0,3.0,1.0,0.0,2.0
93.0,11.0,2016.0,0.0,499.0,1.0,0.0,0.0,147522.0,0.0,140849.0,0.0,4.0,5.0,3.0,1.0,1.0,0.0,0.0,4.0
94.0,9.0,2022.0,0.0,187.0,1.0,0.0,2.0,27217.0,0.0,61653.0,0.0,5.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0
95.0,1.0,2023.0,3.2,202.0,2.0,0.0,0.0,5211.0,6.5689870822226775,48754.0,120.0,4.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0
96.0,7.0,2021.0,3.2,232.0,0.0,0.0,0.0,44291.0,8.6,121574.0,144.1056777493606,5.0,5.0,4.0,1.0,2.0,0.0,0.0,6.0
97.0,10.0,2021.0,0.0,350.0,1.0,0.0,2.0,28916.0,0.0,69785.0,0.0,4.0,5.0,1.0,5.0,2.0,1.0,0.0,5.0
98.0,8.0,2013.0,2.8,199.0,3.0,0.0,2.0,174331.0,8.7,42243.0,178.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0
99.0,0.0,2021.0,1.9,145.0,0.0,0.0,1.0,33060.0,6.1,25473.0,156.0,5.0,5.0,2.0,0.0,2.0,0.0,0.0,7.0
100.0,5.0,2011.0,3.2,204.0,3.0,0.0,0.0,231139.0,8.8,26777.0,195.0,5.0,5.0,4.0,2.0,3.0,1.0,0.0,7.0
101.0,1.0,2022.0,2.7,252.0,3.0,0.0,2.0,27150.0,8.0,40382.0,171.0,4.0,5.0,3.0,5.0,1.0,0.0,2.0,5.0
102.0,2.0,2020.0,2.2,225.0,0.0,0.0,0.0,61862.0,6.5,59506.0,137.0,4.0,5.0,3.0,5.0,1.0,0.0,0.0,6.0
103.0,5.0,2020.0,2.1,170.0,0.0,0.0,2.0,48204.0,6.2,57368.0,162.0,5.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0
104.0,4.0,2018.0,2.2,242.0,0.0,0.0,0.0,63340.0,6.5,40921.0,149.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0
105.0,6.0,2006.0,3.8,321.0,3.0,0.0,0.0,219042.0,10.4,48928.0,233.0,5.0,5.0,4.0,4.0,3.0,0.0,0.0,7.0
106.0,1.0,2013.0,2.1,213.0,2.0,0.0,2.0,185827.0,4.1,24812.0,97.0,4.0,5.0,3.0,0.0,3.0,0.0,0.0,5.0
107.0,7.0,2013.0,3.8,346.0,3.0,0.0,0.0,171989.0,10.3,79435.0,240.0,5.0,5.0,4.0,5.0,1.9430477167778348,1.0,0.0,6.0
108.0,4.0,2005.0,1.7,187.0,2.0,0.0,1.0,267471.0,4.6,10617.0,95.0,5.0,5.0,4.0,0.0,4.0,1.0,2.0,7.0
109.0,0.0,2010.0,2.9,250.0,0.0,1.0,1.0,167211.0,7.2,13263.0,149.0,3.0,5.0,2.0,5.0,3.0,1.0,0.0,0.0
110.0,3.0,2020.0,4.6,327.0,3.0,0.0,0.0,82065.0,11.0,100640.0,232.0,4.0,5.0,3.0,0.0,1.0,0.0,0.0,7.0
111.0,9.0,2005.0,0.0,195.0,1.0,0.0,2.0,186130.0,6.5689870822226775,20727.0,0.0,5.0,4.0,2.0,1.0,5.0,0.0,1.0,7.0
112.0,3.0,2018.0,3.3,240.0,2.0,0.0,0.0,94668.0,6.3,83488.0,138.0,4.0,4.0,3.0,5.0,4.0,0.0,0.0,5.0
113.0,1.0,2023.0,2.3,180.0,3.0,0.0,0.0,10402.0,7.5,41753.0,145.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0
114.0,2.0,2022.0,2.484554678692221,372.0,2.0,0.0,0.0,15739.0,6.5,67164.0,144.0,4.0,5.0,3.0,5.0,0.0,0.0,0.0,7.0
115.0,4.0,2013.0,1.5,224.0,3.0,0.0,1.0,180389.0,7.4,29785.0,177.0,5.0,5.0,4.0,5.0,3.0,0.0,0.0,6.0
116.0,2.0,2016.0,2.484554678692221,352.0,2.0,0.0,2.0,139921.0,6.6,41366.0,149.0,4.0,5.0,3.0,1.0,2.0,0.0,1.0,4.0
117.0,11.0,2005.0,0.0,370.0,1.0,0.0,0.0,300000.0,0.0,58522.0,0.0,4.0,4.0,3.0,2.0,3.0,1.0,0.0,0.0
118.0,3.0,2024.0,4.9,408.0,2.0,0.0,0.0,0.0,7.0,115086.0,159.0,4.0,4.0,3.0,5.0,0.0,0.0,0.0,3.0
119.0,5.0,2011.0,2.4,260.0,0.0,0.0,0.0,256609.0,6.8,25766.0,137.0,5.0,5.0,4.0,6.0,3.0,1.0,1.0,0.0
120.0,6.0,2009.0,4.1,330.0,0.0,0.0,0.0,95577.0,8.8,49255.0,181.0,5.0,5.0,4.0,5.0,2.0,0.0,2.0,3.0
121.0,0.0,2008.0,1.9,184.0,3.0,1.0,2.0,146984.0,7.7,9059.0,150.0,3.0,4.0,2.0,0.0,2.0,1.0,2.0,6.0
122.0,2.0,2021.0,4.0,345.0,3.0,0.0,0.0,57188.0,11.1,66266.0,252.0,4.0,5.0,3.0,2.0,1.9430477167778348,0.0,0.0,1.0
123.0,5.0,2023.0,2.1,214.0,3.0,0.0,0.0,28168.0,8.1,56940.0,183.0,5.0,5.0,4.0,5.0,1.0,0.0,2.0,0.0
124.0,1.0,2017.0,2.3,203.0,3.0,0.0,2.0,139832.0,9.5,26446.0,206.0,4.0,5.0,3.0,2.0,3.0,1.0,0.0,2.0
125.0,1.0,2018.0,3.0,246.0,3.0,0.0,2.0,81690.0,9.2,35572.0,209.0,4.0,5.0,3.0,0.0,4.0,0.0,0.0,3.0
126.0,1.0,2008.0,2.5,281.0,2.0,0.0,0.0,300000.0,4.7,9864.0,97.0,4.0,5.0,3.0,5.0,3.0,0.0,2.0,6.0
127.0,0.0,2020.0,2.484554678692221,208.0,3.0,1.0,1.0,28878.0,7.8,24543.0,167.0,5.0,5.0,2.0,4.0,1.0,1.0,0.0,6.0
128.0,5.0,2015.0,2.8,250.0,3.0,0.0,2.0,145934.0,9.6,35728.0,209.0,5.0,5.0,4.0,2.0,3.0,1.0,0.0,5.0
129.0,1.0,2021.0,2.6,219.0,2.0,0.0,0.0,35659.0,5.0,36475.0,100.0,4.0,5.0,3.0,0.0,1.0,0.0,2.0,4.0
130.0,6.0,2011.0,4.2,351.0,2.0,0.0,0.0,138543.0,7.3,53265.0,153.0,5.0,5.0,4.0,4.0,3.0,1.0,0.0,1.0
131.0,10.0,2021.0,0.0,394.0,1.0,0.0,2.0,44766.0,0.0,71818.0,0.0,4.0,5.0,1.0,4.0,1.0,0.0,2.0,0.0
132.0,2.0,2010.0,3.2,268.0,3.0,0.0,0.0,223145.0,9.9,30194.0,226.0,4.0,5.0,3.0,0.0,5.0,1.0,0.0,7.0
133.0,1.0,2016.0,2.9,287.0,0.0,0.0,0.0,149777.0,8.4,33478.0,181.0,4.0,5.0,3.0,1.0,1.0,0.0,2.0,1.0
134.0,1.0,2018.0,3.1,345.0,2.0,0.0,2.0,127994.0,6.2,34976.0,139.0,4.0,5.0,3.0,5.0,3.0,0.0,2.0,3.0
135.0,2.0,2013.0,2.6,172.0,3.0,0.0,2.0,72775.0,8.6,34841.0,198.0,4.0,5.0,3.0,3.0,2.0,1.0,0.0,7.0
136.0,6.0,2007.0,4.1,275.0,2.0,0.0,0.0,250313.0,6.3,39663.0,137.0,5.0,5.0,4.0,0.0,2.0,0.0,2.0,2.0
137.0,1.0,2018.0,2.2,269.0,2.0,0.0,2.0,58826.0,5.2,36824.0,137.0,4.0,5.0,3.0,0.0,1.0,0.0,0.0,3.0
138.0,9.0,2021.0,0.0,193.0,1.0,0.0,2.0,36074.0,0.0,55756.0,0.0,5.0,4.0,2.0,1.0,2.0,0.0,0.0,5.0
139.0,3.0,2021.0,2.484554678692221,233.0,0.0,0.0,0.0,38519.0,7.6,103275.0,163.0,4.0,4.0,3.0,4.0,1.0,0.0,0.0,0.0
140.0,5.0,2008.0,2.8,181.0,3.0,0.0,2.0,190616.0,9.6,27533.0,196.0,5.0,5.0,4.0,1.0,4.0,0.0,2.0,6.0
141.0,2.0,2007.0,2.3,261.0,0.0,0.0,2.0,210669.0,7.9,22549.0,160.0,4.0,5.0,3.0,5.0,4.0,1.0,2.0,6.0
142.0,3.0,2007.0,0.0,425.0,1.0,0.0,0.0,287035.0,0.0,45384.0,0.0,4.0,5.0,3.0,1.0,3.0,1.0,2.0,7.0
143.0,10.0,2024.0,0.0,307.0,1.0,0.0,0.0,0.0,0.0,76040.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,2.0,4.0
144.0,4.0,2015.0,2.4,213.0,2.0,0.0,0.0,155283.0,4.7,30863.0,104.0,5.0,5.0,4.0,4.0,2.0,0.0,0.0,1.0
145.0,4.0,2017.0,2.484554678692221,241.0,2.0,0.0,0.0,112211.0,5.0,41591.0,104.0,5.0,5.0,4.0,5.0,1.0,0.0,0.0,7.0
146.0,0.0,2012.0,1.5,208.0,3.0,0.0,2.0,210238.0,7.1,8000.0,151.0,5.0,4.0,2.0,4.0,5.0,1.0,2.0,4.0
147.0,8.0,2009.0,2.9,256.0,3.0,0.0,2.0,300000.0,9.1,27814.0,197.0,2.0,2.0,0.0,5.0,2.0,0.0,2.0,3.0
148.0,2.0,2023.0,3.0,292.0,0.0,0.0,2.0,22053.0,7.8,70354.0,179.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,3.0
149.0,4.0,2021.0,1.8,136.0,3.0,0.0,1.0,82254.0,7.6,39163.0,168.0,5.0,5.0,4.0,2.0,1.0,0.0,0.0,7.0
150.0,1.0,2008.0,3.3,288.0,0.0,0.0,2.0,185803.0,8.9,18292.0,187.0,4.0,5.0,3.0,1.0,4.0,0.0,1.0,6.0
151.0,8.0,2024.0,2.4,253.0,3.0,0.0,2.0,0.0,9.1,71594.0,203.0,2.0,2.0,0.0,4.0,0.0,0.0,3.0,6.0
152.0,7.0,2023.0,3.8,268.0,0.0,0.0,0.0,11471.0,8.6,127284.0,172.0,5.0,5.0,4.0,4.0,0.0,0.0,2.0,1.0
153.0,1.0,2019.0,3.0,321.0,0.0,0.0,2.0,75127.0,7.6,41119.0,167.0,4.0,5.0,3.0,3.0,4.0,0.0,0.0,3.0
154.0,4.0,2015.0,2.3,188.0,2.0,0.0,1.0,148349.0,4.7,27551.0,106.0,5.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0
155.0,0.0,2018.0,2.7,214.0,0.0,0.0,1.0,63474.0,7.2,26959.0,159.0,3.0,4.0,2.0,6.0,1.0,0.0,0.0,1.0
156.0,6.0,2018.0,2.484554678692221,293.0,0.0,0.0,0.0,120628.0,8.5,75616.0,181.0,5.0,5.0,4.0,0.0,1.0,0.0,0.0,5.0
157.0,7.0,2023.0,4.0,357.0,3.0,0.0,0.0,20374.0,10.3,144280.0,234.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,1.0
158.0,8.0,2006.0,2.8,216.0,3.0,0.0,2.0,276851.0,9.0,22605.0,207.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,4.0
159.0,2.0,2022.0,3.8,280.0,2.0,0.0,2.0,39998.0,6.4,58363.0,137.0,4.0,5.0,3.0,4.0,1.0,0.0,0.0,2.0
160.0,6.0,2011.0,3.2,278.0,3.0,0.0,0.0,243559.0,9.3,42300.0,190.0,5.0,5.0,4.0,5.0,3.0,0.0,1.0,3.0
161.0,6.0,2017.0,3.3,267.0,3.0,2.0,0.0,68659.0,10.1,64286.0,229.0,5.0,5.0,4.0,3.0,2.0,0.0,2.0,0.0
162.0,3.0,2012.0,3.4,316.0,0.0,0.0,0.0,201911.0,8.5,55975.0,186.0,4.0,4.0,3.0,5.0,4.0,1.0,2.0,6.0
163.0,3.0,2018.0,0.0,460.0,1.0,0.0,0.0,94628.0,0.0,92539.0,0.0,4.0,4.0,3.0,5.0,2.0,0.0,0.0,3.0
164.0,1.0,2013.0,2.4,209.0,0.0,1.0,2.0,101966.0,7.4,29443.0,170.0,4.0,5.0,3.0,0.0,2.0,0.0,0.0,7.0
